,"docid","actualdate","earliestdate","firstpub","sales","recordid","OCLC","author","imprint","enumcron","title","birthdate","gender","nationality","othername","notes","path","recept","authsvols"
275,"nyp.33433074817366",1922,1922,1922,"notbest",,,"Crawford, Jack Randall","New York;Knopf;c1922.",,"I walked in Arden",1878,"m","us",,,"nyp/pairtree_root/33/43/30/74/81/73/66/33433074817366/nyp.33433074817366.json.bz2","vulgar",2
276,"njp.32101066458074",1923,1923,1923,"notbest",,,"Coppard, A. E. (Alfred Edgar)","New York|A.A. Knopf|1923.",,"The black dog, | and other stories / | $c: by A.E. Coppard.",1878,"m","uk",,,"njp/pairtree_root/32/10/10/66/45/80/74/32101066458074/njp.32101066458074.json.bz2","vulgar",33
277,"uc2.ark+=13960=t80k2765m",1920,1920,1920,"notbest",,,"Darlington, William Aubrey","New York;Frederick A. Stokes company;c1920",,"Alf's button",1890,"m","uk",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/80/k2/76/5m/ark+=13960=t80k2765m/uc2.ark+=13960=t80k2765m.json.bz2","vulgar",2
278,"mdp.39015066052054",1923,1923,1923,"notbest",485530,,"Dell, Floyd","New York|A. A. Knopf|1923.",,"Janet March",1887,"m","us",,,"mdp/pairtree_root/39/01/50/66/05/20/54/39015066052054/mdp.39015066052054.json.bz2","elite",21
279,"uc2.ark+=13960=t6k06xn34",1920,1920,1920,"notbest",,,"Deprend, Jeffrey","Chicago;J.W. Wallace & Company;1920.",,"The golden poppy;",1876,"m","us",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/6k/06/xn/34/ark+=13960=t6k06xn34/uc2.ark+=13960=t6k06xn34.json.bz2","vulgar",3
280,"mdp.39015002718313",1926,1926,1926,"notbest",1021131,,"Roberts, Elizabeth Madox","New York|The Viking press|1926.",,"The Time of Man",1881,"f","us",,,"mdp/pairtree_root/39/01/50/02/71/83/13/39015002718313/mdp.39015002718313.json.bz2","elite",23
281,"uc2.ark+=13960=t0sq8tp41",1920,1920,1920,"notbest",6533191,,"Bullard, Arthur","New York;The Macmillan Company;1920.",,"The Stranger",1879,"m","us",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/0s/q8/tp/41/ark+=13960=t0sq8tp41/uc2.ark+=13960=t0sq8tp41.json.bz2","elite",8
282,"mdp.39015002753344",1927,1926,1926,"notbest",1911290,,"West, Edward Sackville","New York|A. A. Knopf|1927.",,"The Ruin",1901,"m","uk",,,"mdp/pairtree_root/39/01/50/02/75/33/44/39015002753344/mdp.39015002753344.json.bz2","elite",6
283,"uc2.ark+=13960=t6833w53j",1922,1922,1922,"notbest",,,"Bruce, Mary Grant","London;Ward, Lock & Co.;1922.",,"The stone axe of Burkamukk",1878,"f","au",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/68/33/w5/3j/ark+=13960=t6833w53j/uc2.ark+=13960=t6833w53j.json.bz2","vulgar",1
284,"uc1.$b302110",1923,1923,1923,"notbest",1025637,,"Nichols, Robert",,,"Fantastica",1893,"m","uk",,,"uc1/pairtree_root/$b/30/21/10/$b302110/uc1.$b302110.json.bz2","elite",2
285,"uc2.ark+=13960=t1wd3r010",1921,1921,1921,"notbest",245301,,"Haldeman-Julius, Emanuel and Anna Marcet","New York;Brentano's;1922",,"Dust",1889,"m","us",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/1w/d3/r0/10/ark+=13960=t1wd3r010/uc2.ark+=13960=t1wd3r010.json.bz2","elite",3
286,"uc1.a0001121284",1922,1922,1922,"notbest",100004277,,"Hergesheimer, Joseph",,,"Cytherea",1880,"m","us",,,"uc1/pairtree_root/a0/00/11/21/28/4/a0001121284/uc1.a0001121284.json.bz2","elite",76
287,"osu.32435074668336",1925,1925,1925,"notbest",,,"Fox, Richard A","Benton Harbor, Mich.|Walter Southworth Co.|1925.",,"The people on other planets / | $c: by Richard A. Fox.",0,"m",,,,"osu/pairtree_root/32/43/50/74/66/83/36/32435074668336/osu.32435074668336.json.bz2","vulgar",1
288,"uc1.$b56714",1927,1927,1927,"notbest",6576101,,"Gorman, Herbert","New York|George H. Doran Co.|c1927.",,"The Place Called Dagon",1893,"m","us",,,"uc1/pairtree_root/$b/56/71/4/$b56714/uc1.$b56714.json.bz2","elite",11
289,"uc2.ark+=13960=t3gx46m3s",1922,1922,1922,"notbest",,,"(Alfred Greenwood), Hales, A. G","London;T. Fisher Unwin;1922;(1923 printing)",,"M'Glusky",1860,"m","au",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/3g/x4/6m/3s/ark+=13960=t3gx46m3s/uc2.ark+=13960=t3gx46m3s.json.bz2","vulgar",6
290,"wu.89098985260",1921,1921,1921,"notbest",9184547,,"Swinnerton, Frank",,,"Coquette",1884,"m","uk",,,"wu/pairtree_root/89/09/89/85/26/0/89098985260/wu.89098985260.json.bz2","elite",59
291,"osu.32435066780313",1928,1928,1928,"notbest",,,"Brand, Max","New York|Dodd, Mead & Company|c1928.",,"Border guns / | $c: Max Brand.",1892,"m","us",,,"osu/pairtree_root/32/43/50/66/78/03/13/32435066780313/osu.32435066780313.json.bz2","vulgar",17
292,"uc2.ark+=13960=t4gm83h3w",1921,1921,1921,"notbest",,,"Oyen, Henry","New York;George H. Doran company;c1921",,"Twisted trails",1882,"m","us",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/4g/m8/3h/3w/ark+=13960=t4gm83h3w/uc2.ark+=13960=t4gm83h3w.json.bz2","vulgar",11
293,"uc1.b3710699",1925,1925,1925,"notbest",,,"Komroff, Manuel","New York|Boni & Liveright|1925.",,"The grace of lambs; | $c: stories by Manuel Komroff ...",1890,"m","us",,,"uc1/pairtree_root/b3/71/06/99/b3710699/uc1.b3710699.json.bz2","vulgar",19
294,"uc1.b4094353",1928,1928,1928,"notbest",,,"Forester, C. S. (Cecil Scott)","Indianapolis|Bobbs-Merrill|c1928.",,"The daughter of the Hawk / | $c: by C.S. Forester.",1899,"m","uk",,,"uc1/pairtree_root/b4/09/43/53/b4094353/uc1.b4094353.json.bz2","vulgar",21
295,"mdp.39015031442497",1928,1928,1928,"notbest",,,"Freeman, R. Austin (Richard Austin)","New York|Dodd, Mead & company|1928.",,"As a thief in the night | $c: [by] R. Austin Freeman.",1862,"m","uk",,,"mdp/pairtree_root/39/01/50/31/44/24/97/39015031442497/mdp.39015031442497.json.bz2","vulgar",17
296,"uc2.ark+=13960=t4jm24n5d",1922,1922,1922,"notbest",6533668,,"Gerould, Katharine Fullerton","New York;London;Harper & Brothers;1922.",,"Lost Valley",1879,"f","us",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/4j/m2/4n/5d/ark+=13960=t4jm24n5d/uc2.ark+=13960=t4jm24n5d.json.bz2","elite",15
297,"uc2.ark+=13960=t9x060q9p",1921,1921,1921,"notbest",280726,,"Bibesco, Elizabeth","New York;George H. Doran company;c1921",,"I Have Only Myself to Blame",1897,"f","uk",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/9x/06/0q/9p/ark+=13960=t9x060q9p/uc2.ark+=13960=t9x060q9p.json.bz2","elite",6
298,"nyp.33433074853726",1921,1921,1921,"notbest",,,"Dorr, Henry G","Boston;The Cornhill Publishing Co.;c1921.",,"Mohawk Peter",1840,"m","us",,,"nyp/pairtree_root/33/43/30/74/85/37/26/33433074853726/nyp.33433074853726.json.bz2","vulgar",1
299,"mdp.39015059414253",1925,1925,1925,"notbest",,,"Steele, Wilbur Daniel","New York|Harcourt, Brace and Company|c1925.",,"Taboo / | $c: by Wilbur Daniel Steele.",1886,"m","us",,,"mdp/pairtree_root/39/01/50/59/41/42/53/39015059414253/mdp.39015059414253.json.bz2","vulgar",20
300,"mdp.39015063916590",1934,1934,1934,"notbest",,,"Ford, Leslie","New York|Farrar & Rinehart, inc.|c1934",,"Mr. Pinkerton goes to Scotland Yard, | $c: by David Frome [pseud.] illustrated by Edward Calman.",1898,"f","us",,,"mdp/pairtree_root/39/01/50/63/91/65/90/39015063916590/mdp.39015063916590.json.bz2","vulgar",16
301,"mdp.39015013399715",1935,1935,1935,"notbest",484669,,"Davis, H. L","New York|London|Harper & brothers|1935.",,"Honey in the Horn",1894,"m","us",,,"mdp/pairtree_root/39/01/50/13/39/97/15/39015013399715/mdp.39015013399715.json.bz2","elite",9
302,"osu.32435058019928",1934,1934,1934,"notbest",,,"Mowery, William Byron","New York|A.L. Burt Company|c1934.",,"Challenge of the north / | $c: William Byron Mowery.",1899,"m","us",,,"osu/pairtree_root/32/43/50/58/01/99/28/32435058019928/osu.32435058019928.json.bz2","vulgar",2
303,"uc1.b4082837",1937,1937,1937,"notbest",1188611,,"Williams, William Carlos","Norfolk, Conn.|New Directions|1937.",,"White Mule",1883,"m","us",,,"uc1/pairtree_root/b4/08/28/37/b4082837/uc1.b4082837.json.bz2","elite",3
304,"uc1.$b299826",1931,1931,1931,"notbest",,,"Clarke, Donald Henderson","New York|The Vanguard Press|c1931.",,"Young and healthy / | $c: by Donald Henderson Clarke.",1887,"m","us",,,"uc1/pairtree_root/$b/29/98/26/$b299826/uc1.$b299826.json.bz2","vulgar",7
305,"uc1.$b102989",1936,1936,1936,"notbest",,,"Holtby, Winifred","New York|The Macmillan Company|1936.",,"South Riding; | a novel | $c: by Winifred Holtby.",1898,"f","uk",,,"uc1/pairtree_root/$b/10/29/89/$b102989/uc1.$b102989.json.bz2","vulgar",11
306,"uc1.$b312400",1930,1930,1930,"notbest",6541400,,"Ritchie, Alice","London|L. and Virginia Woolf at the Hogarth Press|1930.",,"Occupied Territory",0,"f","uk",,,"uc1/pairtree_root/$b/31/24/00/$b312400/uc1.$b312400.json.bz2","elite",2
307,"mdp.39015004274232",1943,1939,1939,"notbest",589295,,"Joyce, James",,,"Finnegan's Wake",1882,"m","uk",,,"mdp/pairtree_root/39/01/50/04/27/42/32/39015004274232/mdp.39015004274232.json.bz2","elite",8
308,"uc1.$b70998",1937,1937,1937,"notbest",,,"Salminen, Sally","New York|Farrar & Rinehart|c1937.",,"Katrina / | $c: by Sally Salminen ; translated from the Swedish by Naomi Walford.",1906,"f","fi",,,"uc1/pairtree_root/$b/70/99/8/$b70998/uc1.$b70998.json.bz2","vulgar",3
309,"wu.89101287878",1934,1932,1932,"notbest",8366358,,"Romains, Jules","New York|A.A. Knopf|1934-","v. 2","Men of Good Will",1885,"m","fr",,,"wu/pairtree_root/89/10/12/87/87/8/89101287878/wu.89101287878.json.bz2","elite",61
310,"mdp.39015048550019",1930,1930,1930,"notbest",1376312,,"Parker, Dorothy","New York|Viking Press|1930.",,"Laments for the Living",1893,"f","us",,,"mdp/pairtree_root/39/01/50/48/55/00/19/39015048550019/mdp.39015048550019.json.bz2","elite",12
311,"mdp.39015013303451",1936,1936,1936,"notbest",1376187,,"O'Connor, Frank","New York|Macmillan|1936.",,"Bones of Contention",1903,"m","uk",,,"mdp/pairtree_root/39/01/50/13/30/34/51/39015013303451/mdp.39015013303451.json.bz2","elite",9
312,"mdp.39015031305538",1930,1930,1930,"notbest",1775151,,"Stone, Grace Zaring","New York|Grosset & Dunlap|c1930",,"The Bitter Tea of General Yen",1891,"f","us",,,"mdp/pairtree_root/39/01/50/31/30/55/38/39015031305538/mdp.39015031305538.json.bz2","elite",7
313,"mdp.39015002176801",1934,1934,1934,"notbest",434721,,"Hammett, Dashiell","New York|A.A. Knopf|1934.",,"The Thin Man",1894,"m","us",,,"mdp/pairtree_root/39/01/50/02/17/68/01/39015002176801/mdp.39015002176801.json.bz2","elite",5
314,"mdp.39015056245924",1937,1936,1936,"notbest",3830003,,"Barnes, Djuna","New York|Harcourt, Brace and Co.|1937.",,"Nightwood",1892,"f","us",,,"mdp/pairtree_root/39/01/50/56/24/59/24/39015056245924/mdp.39015056245924.json.bz2","elite",4
315,"wu.89079758900",1934,1932,1932,"notbest",8366358,,"Romains, Jules","New York|A.A. Knopf|1934-","v. 1","Men of Good Will",1885,"m","fr",,,"wu/pairtree_root/89/07/97/58/90/0/89079758900/wu.89079758900.json.bz2","elite",61
316,"mdp.39015002716648",1937,1937,1937,"notbest",1377244,,"Rice, Elmer","New York|Coward-McCann|1937.",,"Imperial City",1892,"m","us",,,"mdp/pairtree_root/39/01/50/02/71/66/48/39015002716648/mdp.39015002716648.json.bz2","elite",7
317,"mdp.39015006218385",1932,1932,1932,"notbest",1021090,,"Nordhoff, Charles and Hall, James Norman","Boston|Little, Brown, and company|1932.",,"Mutiny on the Bounty",1887,"m","us",,,"mdp/pairtree_root/39/01/50/06/21/83/85/39015006218385/mdp.39015006218385.json.bz2","elite",23
318,"uc1.$b322712",1931,1931,1931,"notbest",666502,,"Benson, Stella","London|Macmillan|1931.",,"Tobit Transplanted",1892,"f","uk",,,"uc1/pairtree_root/$b/32/27/12/$b322712/uc1.$b322712.json.bz2","elite",26
319,"mdp.39015024021324",1931,1931,1931,"notbest",246550,,"Lewis,Grace Hegger","New York|H. Liveright, inc.|c1931",,"Half a Loaf",0,"f","us",,,"mdp/pairtree_root/39/01/50/24/02/13/24/39015024021324/mdp.39015024021324.json.bz2","elite",2
320,"mdp.39015065447487",1930,1930,1930,"notbest",,,"Martin, Stuart","New York|London|Harper & brothers|1930.",,"The trial of Scotland yard, | $c: by Stuart Martin.",0,"m","us",,,"mdp/pairtree_root/39/01/50/65/44/74/87/39015065447487/mdp.39015065447487.json.bz2","vulgar",2
321,"uc1.$b87152",1937,1936,1936,"notbest",,,"Collins, Norman","New York|Harper|c1937.",,"Trinity town, | $c: by Norman Collins.",1907,"m","uk",,,"uc1/pairtree_root/$b/87/15/2/$b87152/uc1.$b87152.json.bz2","vulgar",10
322,"pst.000004784975",1942,1933,1933,"notbest",,,"Faust, Frederick Schiller","New York|Dodd, Mead & company|1942.",,"Silvertip / | $c: by Max Brand.",1892,"m","us",,,"pst/pairtree_root/00/00/04/78/49/75/000004784975/pst.000004784975.json.bz2","vulgar",1
323,"uc1.$b144788",1934,1934,1934,"notbest",,,"Gálvez, Manuel","London|John Lane|1934",,"Holy Wednesday, | $c: by Manuel Gálvez; translated from the Spanish by Warre B. Wells.",1882,"m","argentine",,,"uc1/pairtree_root/$b/14/47/88/$b144788/uc1.$b144788.json.bz2","vulgar",1
324,"inu.32000004070688",1937,1937,1937,"notbest",6059742,,"Sitwell, Edith","London|V. Gollancz, ltd.|1937.",,"I Live Under a Black Sun",1887,"f","uk",,,"inu/pairtree_root/32/00/00/04/07/06/88/32000004070688/inu.32000004070688.json.bz2","elite",2
325,"pst.000005602179",1934,1934,1934,"notbest",,,"Cohen, Octavus Roy","New York|London|D. Appleton-Century company, incorporated|1934.",,"Scrambled eggs / | $c: by Octavus Roy Cohen.",1891,"m","us",,,"pst/pairtree_root/00/00/05/60/21/79/000005602179/pst.000005602179.json.bz2","vulgar",27
326,"uc1.$b56389",1939,1939,1939,"notbest",,,"Cochran, Louis","Caldwell, Id.|The Caxton Printers, Ltd.|1939.",,"Boss Man / | $c: by Louis Cochran.",1899,"m","us",,,"uc1/pairtree_root/$b/56/38/9/$b56389/uc1.$b56389.json.bz2","vulgar",1
327,"mdp.39015011017392",1934,1934,1934,"notbest",434207,,"Halper, Albert","New York|The Viking Press|1934.",,"The Foundry",1904,"m","us",,,"mdp/pairtree_root/39/01/50/11/01/73/92/39015011017392/mdp.39015011017392.json.bz2","elite",15
328,"mdp.39015005273563",1932,1930,1930,"notbest",538302,,"Lewis, Wyndham",,,"The Apes of God",1882,"m","uk",,,"mdp/pairtree_root/39/01/50/05/27/35/63/39015005273563/mdp.39015005273563.json.bz2","elite",16
329,"mdp.39015066057277",1939,1939,1939,"notbest",,,"Herbst, Josephine","New York|Harcourt, Brace and company|c1939",,"Rope of gold, | $c: by Josephine Herbst.",1892,"f","us",,,"mdp/pairtree_root/39/01/50/66/05/72/77/39015066057277/mdp.39015066057277.json.bz2","vulgar",11
330,"uc1.$b245247",1930,1930,1930,"notbest",,,"(Henry Major), Tomlinson, H. M","London|Heinemann|1930.",,"All our yesterdays /",1873,"m","uk",,,"uc1/pairtree_root/$b/24/52/47/$b245247/uc1.$b245247.json.bz2","vulgar",15
331,"uc1.$b322871",1932,1932,1932,"notbest",582381,,"Brody, Catharine","London, New York|Longmans, Green|1932.",,"Nobody Starves",0,"f","us",,,"uc1/pairtree_root/$b/32/28/71/$b322871/uc1.$b322871.json.bz2","elite",2
332,"uc1.32106002251830",1946,1935,1935,"notbest",7121162,,"Laxness, Halldor","New York|A. A. Knopf|1946.",,"Independent People",1902,"m","is",,,"uc1/pairtree_root/32/10/60/02/25/18/30/32106002251830/uc1.32106002251830.json.bz2","elite",2
333,"uc1.$b243918",1934,1933,1933,"notbest",5974490,,"Norris, Charles","Garden City, N.Y.|Doubleday, Doran|1934.",,"Zest",1881,"m","us",,,"uc1/pairtree_root/$b/24/39/18/$b243918/uc1.$b243918.json.bz2","elite",21
334,"uc1.$b86170",1937,1937,1937,"notbest",281316,,"Brinig, Myron","New York|Farrar & Rinhart, inc.|c1937",,"The Sisters",1896,"m","us",,,"uc1/pairtree_root/$b/86/17/0/$b86170/uc1.$b86170.json.bz2","elite",14
335,"mdp.39015039590446",1933,1933,1933,"notbest",,,"Mitchell, James Leslie","London|Jarrolds|1933",,"Cloud howe.",1901,"m","uk",,,"mdp/pairtree_root/39/01/50/39/59/04/46/39015039590446/mdp.39015039590446.json.bz2","vulgar",3
336,"mdp.39015047540441",1934,1934,1934,"notbest",480657,,"Hurston, Zora Neale","Philadelphia|London|J.B Lippincott Co.|1934.",,"Jonah's Gourd Vine",1891,"f","us",,,"mdp/pairtree_root/39/01/50/47/54/04/41/39015047540441/mdp.39015047540441.json.bz2","elite",5
337,"mdp.39015063617248",1937,1937,1937,"notbest",,,"[Kagey, Rudolf]","Indianapolis|New York|The Bobbs-Merrill company|c1937",,"Murder in G-sharp, | $c: by Kurt Steel [pseud.]",1904,"m","us",,,"mdp/pairtree_root/39/01/50/63/61/72/48/39015063617248/mdp.39015063617248.json.bz2","vulgar",1
338,"mdp.39015013792281",1943,1943,1943,"notbest",,,"Caldwell, Erskine","New York|Duell, Sloan and Pearce|1943",,"Georgia boy.",1903,"m","us",,,"mdp/pairtree_root/39/01/50/13/79/22/81/39015013792281/mdp.39015013792281.json.bz2","vulgar",53
339,"uc1.$b182827",1945,1945,1945,"notbest",,,"Cotterell, Geoffrey","London|Eyre & Spottiswoode|1945",,"Then a soldier",0,"m","uk",,,"uc1/pairtree_root/$b/18/28/27/$b182827/uc1.$b182827.json.bz2","vulgar",1
340,"mdp.39015003840595",1946,1946,1946,"notbest",,,"Costain, Thomas B. (Thomas Bertram)","Garden City, N.Y.|Doubleday, Doran & co., inc.|1946.",,"The black rose.",1885,"m","ca",,,"mdp/pairtree_root/39/01/50/03/84/05/95/39015003840595/mdp.39015003840595.json.bz2","vulgar",8
341,"uc1.b3295221",1941,1941,1941,"notbest",,,"Street, James H. (James Howell)","New York|The Dial press|1941.",,"In my father's house, | $c: by James Street.",1903,"m","us",,,"uc1/pairtree_root/b3/29/52/21/b3295221/uc1.b3295221.json.bz2","vulgar",4
342,"mdp.39015005919686",1947,1947,1947,"notbest",632950,,"Lowry, Malcolm","New York|Reynal & Hitchcock|1947",,"Under the Volcano",1909,"m","uk",,,"mdp/pairtree_root/39/01/50/05/91/96/86/39015005919686/mdp.39015005919686.json.bz2","elite",1
343,"mdp.39015066059935",1941,1941,1941,"notbest",1194572,,"Stein, Gertrude","New York|Random house|c1941",,"Ida",1874,"f","us",,,"mdp/pairtree_root/39/01/50/66/05/99/35/39015066059935/mdp.39015066059935.json.bz2","elite",2
344,"mdp.39015055278512",1940,1940,1940,"notbest",,,"Curran, Dale","New York|Reynal & Hitchcock|c1940",,"Piano in the band | $c: [by] Dale Curran.",0,"m","us",,,"mdp/pairtree_root/39/01/50/55/27/85/12/39015055278512/mdp.39015055278512.json.bz2","vulgar",3
345,"uc1.$b56415",1940,1940,1940,"notbest",,,"Corey, Paul","Indianapolis|Bobbs-Merrill|c1940.",,"The road returns, | $c: by Paul Corey.",1903,"m","us",,,"uc1/pairtree_root/$b/56/41/5/$b56415/uc1.$b56415.json.bz2","vulgar",3
346,"uc1.$b56674",1941,1941,1941,"notbest",6576069,,"Hough, Frank O","Philadelphia|New York|J.B. Lippincott Company|c1941",,"The Neutral Ground",0,"m","us",,,"uc1/pairtree_root/$b/56/67/4/$b56674/uc1.$b56674.json.bz2","elite",3
347,"mdp.39015049691218",1944,1944,1944,"notbest",,,"Smith, Lillian Eugenia","New York|Reynal & Hitchcock|1944",,"Strange fruit, | $c: a novel by Lillian Smith.",1897,"f","us",,,"mdp/pairtree_root/39/01/50/49/69/12/18/39015049691218/mdp.39015049691218.json.bz2","vulgar",6
348,"umn.31951002025646c",1941,1940,1940,"notbest",,,"Whitney, Janet","New York|W. Morrow & company|1941.",,"Jennifer,",0,"f","us",,,"umn/pairtree_root/31/95/10/02/02/56/46/c/31951002025646c/umn.31951002025646c.json.bz2","vulgar",1
349,"uc1.$b620170",1945,1945,1945,"notbest",,,"Nagibin, I͡Uriĭ","London|New York|Hutchinson|1945",,"Each for all, | $c: by Yuri Nagibin.",1920,"m","ru",,,"uc1/pairtree_root/$b/62/01/70/$b620170/uc1.$b620170.json.bz2","vulgar",1
350,"mdp.39015057934351",1941,1941,1941,"notbest",622560,,"Cain, James M","New York|A. A. Knopf|1941.",,"Mildred Pierce",1892,"m","us",,,"mdp/pairtree_root/39/01/50/57/93/43/51/39015057934351/mdp.39015057934351.json.bz2","elite",15
351,"uc1.$b523465",1944,1944,1944,"notbest",,,"Brown, Zenith Jones, Mrs","New York|Scribner|c1944.",,"All for the love of a lady, | $c: by Leslie Ford [pseud.]",1899,"f","us",,,"uc1/pairtree_root/$b/52/34/65/$b523465/uc1.$b523465.json.bz2","vulgar",1
352,"uc1.$b56351",1942,1942,1942,"notbest",6575824,,"Cannon, LeGrand","New York|Henry Holt and Company|1942",,"Look to the Mountain",1899,"m","us",,,"uc1/pairtree_root/$b/56/35/1/$b56351/uc1.$b56351.json.bz2","elite",2
353,"mdp.39015028762006",1943,1943,1943,"notbest",1028380,,"Dos Passos, John","Boston|Houghton Mifflin|c1943",,"Number One",1896,"m","us",,,"mdp/pairtree_root/39/01/50/28/76/20/06/39015028762006/mdp.39015028762006.json.bz2","elite",39
354,"uc1.b4090082",1951,1947,1947,"notbest",6150823,,"Powers, J.F",,,"Prince of Darkness",1917,"m","us",,,"uc1/pairtree_root/b4/09/00/82/b4090082/uc1.b4090082.json.bz2","elite",0
355,"mdp.39015010687682",1943,1943,1943,"notbest",,,"De Vries, Peter","New York|Coward-McCann, inc.|1943",,"The handsome heart, | $c: by Peter De Vries.",1910,"m","us",,,"mdp/pairtree_root/39/01/50/10/68/76/82/39015010687682/mdp.39015010687682.json.bz2","vulgar",3
356,"mdp.39015018606445",1943,1943,1943,"notbest",1775936,,"Welty, Eudora","New York|Harcourt, Brace and company|1943",,"The Wide Net and Other Stories",1909,"f","us",,,"mdp/pairtree_root/39/01/50/18/60/64/45/39015018606445/mdp.39015018606445.json.bz2","elite",19
357,"pst.000044192167",1967,1940,1940,"notbest",7066044,,"McCullers, Carson","New York|Bantam Books|1967, c1940].",,"The Heart is a Lonely Hunter",1917,"f","us",,,"pst/pairtree_root/00/00/44/19/21/67/000044192167/pst.000044192167.json.bz2","elite",3
358,"uc1.$b56184",1944,1944,1944,"notbest",,,"Puckette, Clara Childs","New York|Indianapolis|The Bobbs-Merrill company|1944",,"Old Mitt laughs last, | $c: by Clara Childs Puckett; drawings by Sandra James.",0,"f","us",,,"uc1/pairtree_root/$b/56/18/4/$b56184/uc1.$b56184.json.bz2","vulgar",1
