docid,author,realname,pseudonym,gender,nationality,authordate,inferreddate,firstpub,latestcomp,allcopiesofwork,copiesin25yrs,enumcron,imprint,genres,subjects,shorttitle,category
uc1.$b87086,"March, William",,,m,us,1893-1954.,1936,,1936,1,1,,New York|Ramdom House|c19,NotFiction,,The Tallons,novel
nnc1.1002356589,,,,u,,,1805,,1805,1,1,v.1,London;1805.,NotFiction,,Two pilgrims; a romance,novel
uva.x030750899,"Phillpotts, Eden",,,m,uk,1862-1960.,1909,,1909,4,4,,New York;The Macmillan Co,Fiction|NotFiction,English fiction,The three brothers,novel
mdp.39015029529800,,,,u,,,1990,,1990,1,1,,Edinburgh|Polygon|1990?,NotFiction,Scottish authors|Women au,Original prints III : new writing from Scottish women,shortstories
mdp.39015062381705,"Meade, Thomas",,,m,,,1806,,1806,1,1,,Bath;Printed by R. Cruttw,UnknownGenre,"Daubeny, Charles|1745-182","A reply to a paper, circulated under the name of the Lord Bishop of Lincoln, the object of which to counteract a verdict in an action brought by Thomas Meade, esq., against the Rev. Charles Daubeny, before Lord Kenyon and a special jury, in the Court of King's-Bench, in June 1792",nonfic
hvd.hwadc1,"Scott, Walter, Sir",,,m,uk,1771-1832.,1829,1821,1829,1,1,v.22,Edinburgh;Cadell & compan,Fiction,,Waverley novels,novel
uc1.b3327249,"Wood, Ellen",,,f,uk,1814-1887.,1877,1863,1877,1,1,v. 25,London;R. Bentley;1877-18,NotFiction,,Mrs. Wood's novels,novel
uc1.32106018627064,"Woodrell, Daniel",,,m,us,b. 1953,1998,1996,1996,1,1,,New York|Pocket Books|199,Humorous stories|Fiction,Ozark Mountains Region|Fi,Give us a kiss : a country noir,novel
uc1.b3835558,"Godden, Jon","Godden, Winsome Ruth Key","Godden, Jon",f,uk,1906-1984.,1961,,1960,3,3,,"New York|Knopf|1961, [c19",Fiction,,A winter's tale,novel
uc1.$b101743,"Mannin, Ethel","Mannin, Ethel Edith",,f,uk,1900-1984.,1948,,1948,1,1,,New York|G. P. Putnam|194,NotFiction,,Late have I loved thee,novel
pst.000005476473,"Smith, Frank A",,,m,us,,1969,,1969,1,1,,Toronto|MacMillan|c1969].,NotFiction,,Corpse in handcuffs,novel
nyp.33433074961859,"Oliphant, Mrs. (Margaret)","Oliphant, Margaret",,f,uk,1828-1897.,1851,,1851,1,1,,New York;Harper & brother,NotFiction,Puritans|Fiction,Caleb Field. A tale of the Puritans,novel
uiuo.ark+=13960=t25b0gf8t,"Edwards, Harry Bennett","Edwards, Mrs. Harry Bennett",,f,uk,1844-1936,1879,,1879,3,3,v.3,London;S. Tinsley;1879.,,,A tantalus cup;,novel
uc1.b3454992,"Underhill, Harold",,,m,,,1967,,1967,1,1,,"New York|Macmillan|1967, ",Fiction,,Jamaica white,novel
nyp.33433076065683,"Brace, John Pierce",,,m,us,1793-1872.,1850,,1850,1,1,,"Hartford, Conn.;S. Andrus",NotFiction,Devil in literature,Tales of the devils,novel
osu.32435066781501,"Harris, Kathleen",,,f,us,1898-,1943,,1943,1,1,,"New York|Arcadia House, I",Love stories|Fiction,United States|Fiction|Off,Leave my heart alone,novel
uiuo.ark+=13960=t8qc0hz1j,"Kavanagh, Julia",,,f,ir,1824-1877.,1870,,1870,3,3,v.2,London;Hurst and Blackett,,823K17S,Silvia,novel
uc2.ark+=13960=t6833p87b,"Curwood, James Oliver",,,m,us,1878-1927.,1911,,1911,2,2,,New York;A. L. Burt Co.;c,Fiction,,The honor of the big snows,novel
inu.30000114306446,"Adler, Warren",,,m,us,b. 1927,1976,,1976,1,1,,New York|Putnam|c1976.,Fiction,,The Henderson equation,novel
mdp.39015034034556,"McMahon, Franci",,,f,us,1941-,1994,,1994,1,1,,"Ithaca, N.Y.|Firebrand Bo",Western stories|Love stor,Ranch life|Montana|Lesbia,Staying the distance : a novel,novel
mdp.39015000540933,"Page, Myra","Markey, Dorothy","Page, Myra",f,us,1897-1993,1950,,1950,2,2,,New York|Citadel Press|c1,Fiction,,With sun in our blood,novel
uc1.b4973186,"Wiltse, David",,,m,us,b. 1940,1986,,1986,1,1,,New York|Macmillan|c1986.,Fiction,Lawyers|Nebraska|Fiction,Home again,novel
pst.000046236876,"Barklem, Jill",,,f,uk ,1915-2017,1983,,1983,1,1,Books B36425secrs 1999,"New York|Atheneum Books, ",NotFiction,Fiction|Mice,The secret staircase,juvenile
njp.32101068175213,"Bynner, Edwin Lassetter",,,m,,1842-1893.,1877,,1877,2,2,,"Boston;Lockwood, Brooks a",Fiction,,Nimport,novel
coo.31924105504561,"Gordimer, Nadine",,,f,sa,1923-2004,2002,2001,2002,1,1,,New York|Penguin Books|20,Bibliographies|Fiction,,The pickup,novel
nyp.33433075968358,"Jackson, Gabrielle E. (Gabrielle Emilie)",,,f,us,b. 1861.,1908,,1908,1,1,,New York;Revell Co.;1908.,NotFiction,Young women|Conduct of li,The dawn of womanhood,novel
uc1.$b115461,"McShane, Mark",,,m,au,1930-2013,1965,,1965,1,1,,"Garden City, N.Y.|Publish",NotFiction,,The girl nobody knows,novel
mdp.39015019607376,"Ferr�, Rosario",,,f,pr,1938-2016,1991,,1991,1,1,,Lincoln|University of Neb,Bibliographies|Fiction,,The youngest doll,novel
nnc1.0035531827,"M�hlbach, L. (Luise)","Mundt, Clara","M�hlbach, Luise",f,de,1814-1873.,1864,1857,1864,3,3,v.1,"Mobile, Ala.;S.H. Goetzel",Bibliographies|Fiction,"1741-1790|Joseph II, 1780",Joseph the Second and his court; an historical romance,novel
inu.30000116117148,"H�riz, Enrique de",,,m,es,b. 1964,2007,2004,2007,2,2,,New York|Nan A. Talese/Do,Fiction|Detective and mys,Fiction|Missing persons|G,Lies : a novel,novel
uiuo.ark+=13960=t07w70x4m,"Robinson, F. W. (Frederick William)","Robinson, Frederick William",,m,uk,1830-1901.,1862,,1862,4,4,v.2,London;Hurst and Blackett,NotFiction,,Owen: a waif,novel
inu.30000111224493,"Okoro, Anezi",,,m,ni,b. 1929,2004,,2004,1,1,,"Enugu, Enugu State, Niger",Fiction|Science fiction,,Flying Tortoise : a novel,novel
osu.32435000204768,"Cleugh, Sophia",,,f,us,,1933,,1933,1,1,,Boston and New York|Hough,Fiction,,The hazards of Belinda,novel
uc1.b3321865,"Earl of Beaconsfield, Disraeli, Benjamin",,,m,uk,1804-1881.,1831,,1831,3,3,v.2,London;Henry Colburn and ,Fiction,English drama|English fic,"The young duke : ""a moral tale, though gay""",novel
mdp.39015063935962,"Phillpotts, Eden",,,m,uk,1862-1960.,1915,,1915,2,2,,New York;The Macmillan co,Fiction|NotFiction,,Brunel's tower,novel
mdp.39015063945680,"Parker, Gilbert, Sir",,,m,ca,1862-1932.,1903,1894,1903,2,1,,New York;D. Appleton and ,Novel|Fiction,,Mrs. Falchion; a novel,novel
nyp.33433082528005,"Abbott, Jacob",,,m,us,1803-1879.,1864,,1864,1,1,,New York;Sheldon;1864.,NotFiction,,The steeple trap,juvenile
mdp.39015047114585,"Cirino, Mark",,,m,us,1971-,1998,1997,1997,1,1,,New York|Anchor Books|199,Fiction|Bildungsromane,Fiction|New York|New York,Name the baby,novel
uiuo.ark+=13960=t06w9mh7k,"Austin, Alfred",,,m,uk,1835-1913.,1864,,1864,3,3,v.3,London;Tinsley Bros.;1864,,,An artist's proof,novel
mdp.39076001126809,"Thwing, Eugene",,,m,,1866-1936.,1929,,1929,1,1,v.6,New York|Funk & Wagnalls|,UnknownGenre,Detective and mystery sto,The world's best one hundred detective stories (in ten volumes),shortstories
nyp.33433067379978,"Bouilly, Jean Nicolas",,,m,fr,1763-1842.,1814,,1814,1,1,,London;Printed for H. Col,NotFiction,Young women,"Instructive narratives from real life; or, A father's advice to his daughter",novel
mdp.39015059976020,,,,,,,2002,,2002,1,1,,Norwich|CCPA|2002.,NotFiction,English literature|21 st ,"Paper, scissors, stone : new writing from the University of East Anglia",shortstories
inu.30000088035518,"Agu, Chukwudi",,,m,,,2001,,2001,1,1,,"Enugu, Enugu State, Niger",Fiction,,No easy road : a novel,novel
pst.000045271915,"Scott, Justin",,,m,us,,1978,,1978,1,1,,New York|Dell Pub. Co.|c1,Fiction,,The turning,novel
nc01.ark+=13960=t89g6fd33,"Gorton, C. M. R",,,f,,,1892,,1892,2,2,,Chicago;Dibble publishing,,"United States|Civil War, ",Lily Pearl and the mistress of Rosedale,novel
hvd.hn2tj4,"Lathom, Francis",,,f,uk,1774-1832.,1807,,1807,2,2,v.2,London;Printed for B. Cro,Fiction,,"Human beings, a novel",novel
uc1.b3326164,"Moreland, Olivia",,,f,,,1819,,1819,3,3,v.1,London;Printed at the Min,Fiction,,"The charms of dandyism, or, Living in style",novel
uiuo.ark+=13960=t1mg89134,"Wraxall, Lascelles",,,m,uk,1828-1865,1866,1865,1866,3,3,v.3,London;Hurst and Blackett,,,"Fides, or, The beauty of Mayence",novel
uc2.ark+=13960=t5m90528p,"Lever, Charles James",,,m,ir,1806-1872.,1872,1870,1872,1,1,v.15,London;New York;G. Routle,,,[Charles Lever's novels,novel
uiuo.ark+=13960=t84j14f6h,"Sewell, William",,,m,uk,1804-1874.,1845,,1845,2,2,v.2,London;J. Murray;1845.,,,Hawkstone,novel
pst.000063969283,"Evernden, Margery",,,f,,,1963,,1963,1,1,,New York|H. Z. Walck|1963,NotFiction,,Simon's way,novel
mdp.39015061006295,"Rath, Chandra Sekhar","Rath, Chandrasekhar",,m,in,1929-2018,2003,,2003,1,1,,Bhubaneswar|Grassroots|20,Fiction,"Rath, Chandra Sekhar|Tran",Chandrasekhar Rath : stories,shortstories
mdp.39015003680504,"Gale, Zona",,,f,us,1874-1938.,1927,,1927,2,2,,New York|London|D. Applet,Fiction|NotFiction,,Yellow gentians and blue,novel
uc1.$b104018,"Nathan, Robert",,,m,us,1894-1985.,1953,,1953,2,2,,New York|Knopf|1953.,Fiction,,The train in the meadow,novel
inu.30000026195325,"Kennelly, Brendan",,,m,ir,b. 1936,1995,1984,1995,1,1,,Dublin|Mercier Press|1995,NotFiction,,Moloney up and at it,novel
uc1.$b103846,"Jennings, John",,,m,us,1906-1973.,1950,,1950,1,1,,"Garden City, N. Y.|Double",Fiction,"Barney, Joshua|Revolution","The sea eagles, a story of the American Navy during the Revolution; of the men who fought and the ships they sailed and the women who stood behind them",novel
uc1.b3477951,"Mulloo, Anand",,,m,ma,1936-,1967,,1967,1,1,(copy 1),Port Louis|Mauritius Writ,Fiction,,Watch them go down,novel
uiuo.ark+=13960=t0dv1sx9g,"Banks, G. Linnaeus (George Linnaeus), Mrs","Banks, Isabella",,f,uk,1821-1897.,1865,,1865,4,3,v.1,London;R. Bentley;1865.,Fiction,,God's providence house,novel
uc1.b303173,"Irving, John Treat",,,m,us,1812-1906.,1835,,1835,7,6,v.2,London;J. Murray;1835.,Bibliographies|NotFiction,Kansas|Indians of North A,"Indian sketches, taken during an expedition to the Pawnee and other tribes of American Indians",novel
uiuo.ark+=13960=t3611j83v,"Carter, Mary Elizabeth",,,f,,,1883,,1883,3,3,v.2,London;R. Bentley;1883.,,823J945,Juliet,novel
uc2.ark+=13960=t6n011p3j,Dowdall,"Dowdall, Mary Frances Harriet",,f,uk,1876-1939,1921,,1921,1,1,,Boston and New York;Hough,,,Three loving ladies,novel
njp.32101066120450,"Brewer, J. N. (James Norris)","Brewer, James Norris",,m,uk,1777-1839,1829,,1829,2,2,v.4,London;A.K. Newman and Co,NotFiction,,"The Fitzwalters, barons of Chesterton; or, Ancient times in England",novel
uiuo.ark+=13960=t86h4zc21,Grey,"Grey, Elizabeth Caroline",,f,uk,1798-1869,1841,,1841,3,3,v.2,Lond.;Saunders and Otley;,,823G8693L,The little wife;,novel
uc2.ark+=13960=t7xk8888r,"Strutt, Joseph",,,m,uk,1749-1802.,1808,,1802,3,3,v.2,Edinburgh;Printed by J. B,,,Queenhoo-hall,novel
wu.89099755175,"James, G. P. R. (George Payne Rainsford)","James, George Payne Rainsford",,m,uk,1801?-1860.,1838,,1838,2,1,,London;Parry & Co.;1838,Fiction|NotFiction,,The last of the fairies,novel
mdp.39015053584218,"Baron, Alexander",,,m,uk,1917-1999.,1973,1952,1973,1,1,,Bath|Chivers|1973,Fiction,,"With hope, farewell",novel
mdp.39015056671277,"Trujillo, Carla",,,f,us,,2003,,2003,1,1,,"Willimantic, CT|Curbstone",Fiction,Fiction|Mexican American ,What night brings : a novel,novel
nyp.33433075760821,,,,u,,,1851,,1851,1,1,,London;Saunders & Otley;1,Fiction,Miscellanea|English liter,Extracts from the diary of a living physician,novel
uc1.$b57011,"Mackay, Margaret Mackprang",,,f,us,1907-,1943,,1943,1,1,,New York|The John Day com,Fiction,,"For all men born, a novel",novel
uc2.ark+=13960=t6445pw6s,"Braddon, M. E. (Mary Elizabeth)","Braddon, Mary Elizabeth",,f,uk,1835-1915.,1886,1869,1886,3,3,v.2,London;John and Robert Ma,,Mistaken identity|Inherit,Mohawks,novel
njp.32101074864156,"Smith, Boston W",,,u,us,d. 1908.,1885,,1885,1,1,,Philadelphia;American Bap,Fiction,,Spicy breezes from Minnesota prairies,novel
uc1.b4358712,"Rubin, Michael",,,m,,,1961,,1961,1,1,,New York|Harper|1961,Fiction,,A trip into town,novel
uiuo.ark+=13960=t4jm2s41m,"Lewes, George Henry",,,m,uk,1817-1878.,1848,,1848,4,4,v.3,"London;Smith, Elder, and ",,Fiction|London (England)|,"Rose, Blanche, and Violet",novel
nyp.33433066604392,"M. Berquin, (Arnaud)","Berquin, Arnaud",,m,fr,1747-1791.,1805,1787,1791,3,2,,Philadelphia;Printed and ,Juvenile audience|Fiction,"Children's stories, Frenc","[The looking-glass for the mind, or The juvenile friend",juvenile
njp.32101068176427,"Castigator, pseud","Dibdin, Charles",Castigator,m,uk,,1812,,1812,3,3,vol.2,London;Sherwood;1812.,NotFiction,,"Notoriety : or, Fashionables unveiled, a tale for the haut-ton",novel
mdp.39015058212286,"Reed, Jeremy",,,m,us,b. 1951,1987,,1987,1,1,,London|Cape|1987.,Fiction,,Blue rock,novel
nyp.33433074851183,"Hallett, Emma V",,,m,,,1858,,1858,1,1,,Andover;Printed by W.F. D,Fiction,,"Natalie : or, A gem among the sea-weeds",novel
mdp.39015066888838,"Hill, Joe","King, Joseph Hillstrom","Hill, Joe",m,us,b. 1972,2007,,2007,2,2,,New York|William Morrow|c,Suspense fiction|Ghost st,,Heart-shaped box,novel
uc2.ark+=13960=t86h4dr3t,"Codman, John",,,m,us,1814-1900,1847,,1847,1,1,,New York;C. S. Francis & ,,,Sailors' life and sailors' yarns,novel
wu.89099916918,"Broderick, Robert C",,,m,us,1913-,1948,,1948,1,1,,Milwaukee|Bruce Pub. Co.|,Biographical fiction|Fict,Poets|Fiction|1859-1907|T,Wreath of song,novel
mdp.39015007424461,"Green, Edward",,,m,,,1972,,1972,1,1,,"Berkeley, Calif.|Praxis P",UnknownGenre,Dental instruments and ap,Sharpening curets and sickle scalers,nonfic
mdp.39015059371602,"Jacks, L. P. (Lawrence Pearsall)","Jacks, Lawrence Pearsall",,m,uk,1860-1955.,1912,1911,1912,3,3,,New York;H. Holt and comp,Fiction|NotFiction,,Among the idolmakers,novel
nyp.33433075771968,Author of Old maids,,,u,,,1836,,1836,1,1,v. 1,Philadelphia;E.L. Carey &,Fiction,Great Britain|Social clas,Plebeians and patricians,novel
mdp.39015062045086,"Guha, Buddhadeba",,,m,in,1936-,2004,,2004,1,1,,New Delhi|Rupa & Co.|2004,Fiction,,The bounty of the Goddess,novel
mdp.39015048890522,"Rohan, Criena","Cash, Dierdre","Rohan, Criena",f,au,1924-1963,1984,1963,1963,1,1,,"Ringwood, Vic., Australia",Fiction,,Down by the dockside,novel
mdp.39015064810974,Old Humphrey,"Mogridge, George",Old Humphrey,m,uk,1787-1854.,1855,,1854,1,1,,Philadelphia;Presbyterian,NotFiction,Conduct of life|Conversat,Learning to converse,juvenile
uc2.ark+=13960=t6542jv7b,"Finley, Martha",,,f,us,1828-1909.,1884,,1884,1,1,,"New York;Dodd, Mead;c1884",,,Mildred at home,juvenile
nyp.33433074947189,"Cockton, Henry",,,m,uk,1807-1853.,1849,,1849,1,1,,New York;Stringer & Towns,NotFiction,,"The prince; or, George St. George Julian",novel
mdp.39015062996734,"Converse, Florence",,,f,us,1871-1967,1933,,1933,2,2,,London|J.M. Dent|New York,UnknownGenre|NotFiction,,Long Will,reprint
mdp.39015048750809,"Smith, Larry",,,m,us,,1998,,1998,1,1,,"Roseville, Mich.|Ridgeway",Fiction,,Working it out : a novel,novel
mdp.39015011948372,"Ollier, Charles",,,m,,1788-1859.,1848,,1848,2,2,,London;C. Ollier;1848.,NotFiction,Supernatural|Occultism,"Fallacy of ghosts, dreams, and omens; with stories of witchcraft, life-in-death, and monomania",nonfic
uc1.$b104487,"Young, Francis Brett",,,m,uk,1884-1954.,1934,,1934,1,1,,New York|London|Harper & ,Fiction,,This little world,novel
mdp.39015026613953,"Tubbee, Okah","McCary, William","Tubbee, Okah",m,us,1811-1854,1848,,1848,1,1,,"Springfield, Mass.;Printe",NotFiction,Chocktaw Indians|Social l,"A sketch of the life of Okah Tubbee, alias, William Chubbee, son of the head chief, Mosholeh Tubbee, of the Choctaw nation of Indians",novel
wu.89098856669,"Piatt, Louise Kirby",,,f,us,1826-1864.,1855,,1855,1,1,,New York;J. C. Derby; [et,Fiction,Description and travel,Bell Smith abroad,novel
umn.31951002096310y,"Meynell, Laurence","Meynell, Laurence Walter",,m,uk,1899-1989.,1937,,1937,1,1,,New York|Harper & brother,NotFiction,,The door in the wall : a novel of adventure,novel
uiuo.ark+=13960=t1bk2141g,,,,u,,,1812,,1812,1,1,v.1-2,London;Printed at the Min,,,"Substance and shadow; or, The fisherman's daughters of brighten",novel
mdp.39015063972973,"Strunsky, Simeon",,,m,,1879-1948.,1928,,1928,1,1,,New York|London [etc.|Lon,Fiction,,"King Akhnaton, a chronicle of ancient Egypt",novel
wu.89098875719,"Green, Frances H. (Frances Harriet)","McDougall, Frances Harriet Whipple Green",,f,us,1805-1878.,1843,,1843,1,1,,Providence;Printed by B.T,Slave narratives|NotFicti,"Eldridge, Elleanor|Africa",Memoirs of Elleanor Eldridge,novel
njp.32101063604050,"Frost, John",,,m,us,1800-1859.,1835,,1835,1,1,,Philadelphia;J. Crissy;18,Juvenile audience|Fiction,,A portfolio for youth,juvenile
mdp.39015016454582,"Boles, Robert",,,m,us,d. 1912,1964,,1964,3,3,,Boston|Houghton Mifflin|1,Fiction,,"The people one knows, a novel",novel
uc1.b3346087,"Booth, Fred W",,,m,,,1952,,1952,1,1,,New York|Rinehart|1952,NotFiction,,Victory also ends,novel
uc1.$b323501,"Burr, Anna Robeson Brown",,,f,us,1873-1941.,1936,,1936,1,1,,New York|Appleton-Century,Fiction,,The golden quicksand : a novel of Santa Fe?,novel
nyp.33433074930714,"Brown, George Rothwell",,,m,us,,1919,,1919,2,2,,"Boston;Small, Maynard & C",NotFiction,,Beyond the sunset : a tale of love and pirate gold,novel
uc1.$b103181,"Hurst, Fannie",,,f,us,1889-1968.,1924,1923,1924,2,1,,"London|J. Cape, ltd.|1924",Fiction|NotFiction,,Lummox,novel
mdp.39015014860111,"Stewart, Desmond",,,m,uk,1924-1981.,1966,,1966,1,1,,London|Chapman & Hall|196,NotFiction,,The pyramid inch,novel
mdp.39015016867254,"Th�riault, Yves",,,m,ca,1915-1983,1963,1958,1963,1,1,,Toronto|Ryerson Press|c19,Fiction,,Agaguk,novel
njp.32101066458116,"Corbett, M",,,u,,,1827,1826,1827,1,1,,"London;Longman, Rees, Orm",NotFiction,,The odd volume. Second series,novel
uiuo.ark+=13960=t8cg07c02,"Mackenzie, R. Shelton (Robert Shelton)",,,m,ir,1809-1880.,1850,,1850,3,3,v.1,London;Henry Colburn;1850,,,Mornings at Matlock,novel
mdp.39015034252612,Ouina (Spirit),,,o,us,,1882,,1882,1,1,,"Ottumwa, Iowa;D.M. & N.P.",Juvenile audience|Fiction,Christmas stories|Spiritu,Ouina's canoe and Christmas offering : filled with flowers for the darlings of earth,juvenile | shortstories
mdp.39015010736349,,,,,,,1872,,1872,2,2,,New York;Hurd and Houghto,NotFiction,,The fables of Pilpay,novel
mdp.39076002271778,"Hunt, Mabel Leigh",,,f,us,1892-1971.,1945,,1945,1,1,,Philadelphia|J.B. Lippinc,Fiction,Imaginary companions|Juve,Sibby Botherbox,juvenile
pst.000005595853,"Coombe, William","Combe, William",,m,uk,1742-1823,1817,1790,1817,3,3,v.3-4,London;Printed for T. Mas,NotFiction,,"The devil upon two sticks in England : Being a continuation of Le diable boiteux of Le Sage, byy the author of Dr. Syntax's tour in search of the picturesque",reprint
hvd.hnnzna,,"Sterling, John",,m,uk,1806-1844,1833,,1833,1,1,v.2,Philadelphia;E.L. Carey &,NotFiction,,Fitzgeorge; a novel,novel
mdp.39015063525896,"Bailey, H. C. (Henry Christopher)","Bailey, Henry Christopher",,m,uk,1878-1961,1946,,1946,1,1,,"Garden City, N.Y.|Publ. f",Fiction,,The life sentence; a Reggie Fortune novel,novel
nyp.33433074864236,"Kaye, John William, Sir",,,m,uk,1814-1876.,1854,1837,1854,2,2,v. 2,London;Chapman and Hall;1,Fiction,English fiction,Jerningham: a story,novel
uc1.b5084022,,,,,,,1983,,1983,1,1,,New York|St. Martin's Pre,Fiction,Short stories|Short story,The Story and its writer : an introduction to short fiction,shortstories
uc2.ark+=13960=t7zk58f5q,"Douglas, Amanda Minnie",,,f,us,1831-1916.,1883,,1883,3,2,,Boston;Lee and Shepard;Ne,,,Whom Kathie married,novel
mdp.39015035550246,"Edgeworth, Maria",,,f,uk,1767-1849.,1834,,1834,5,5,v.3,London;R. Bentley;1834.,Fiction|NotFiction,,"Helen, a tale",novel
mdp.39015050761082,"Upward, Edward",,,m,uk,1903-2009,2000,,2000,1,1,,London|Enitharmon Press|C,Fiction,"Psychological fiction, En",The coming day and other stories,shortstories
uc1.b3327086,"Robinson, Rowland Evans",,,m,us,1833-1900.,1887,,1887,2,2,,New York;Forest and strea,Fiction|NotFiction,,Uncle Lisha's shop. Life in a corner of Yankeeland,novel
nyp.33433082207170,"Foulke, Joseph",,,m,us,ca 1786-1863.,1844,,1844,1,1,,Philadelphia;T. E. Chapma,NotFiction,"1757-1841|Ritter, Jacob|B",Memoirs of Jacob Ritter / a faithful minister in the Society of Friends,novel
nyp.33433074929682,"Blount, Melesina Mary","Norman, Mrs. George","Blount, Melesina Mary",f,uk,,1913,,1913,1,1,,New York;Duffield;1913.,Fiction,,The silver dress,novel
uc1.b3687202,"Brinig, Myron",,,m,us,1897-1991.,1951,,1951,2,2,,New York|Rinehart|1951,NotFiction,,The sadness in Lexington Avenue,novel
uiuo.ark+=13960=t16m3wk0n,"Surr, T. S","Surr, Thomas Skinner",,m,uk,1770-1847,1806,,1806,4,4,v.1,London;R. Phillips;1806.,,,A winter in London;,novel
uiuo.ark+=13960=t0bv7w31r,"Green, Sarah",,,f,uk,ca. 1763-1808.,1822,,1808,3,3,v.1,London;1822.,,,Who is the bridegroom?,novel
